trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
4685,False,"{'a': 0.1, 'e': 0.09608711990808971}",35,24,20.137061994980087,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
4686,False,"{'a': 0.1, 'e': 0.09603908835702411}",25,13,20.36903958234444,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4687,False,"{'a': 0.1, 'e': 0.09599108081573107}",25,11,24.515142548588884,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
4688,False,"{'a': 0.1, 'e': 0.09594309727220877}",20,5,25.533685714349218,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
4689,False,"{'a': 0.1, 'e': 0.09589513771446125}",20,12,15.382730246274512,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
4690,False,"{'a': 0.1, 'e': 0.09584720213049865}",25,18,12.521948754466944,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
4691,False,"{'a': 0.1, 'e': 0.09579929050833712}",25,13,22.952766114747607,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4692,False,"{'a': 0.1, 'e': 0.09575140283599869}",20,11,18.270426132297544,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
4693,False,"{'a': 0.1, 'e': 0.09570353910151146}",20,2,31.53645633881608,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
4694,False,"{'a': 0.1, 'e': 0.09565569929290954}",25,8,29.780600313121322,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
4695,False,"{'a': 0.1, 'e': 0.0956078833982329}",25,18,13.75727106554126,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
4696,False,"{'a': 0.1, 'e': 0.09556009140552765}",25,5,12.84758316554764,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
4697,False,"{'a': 0.1, 'e': 0.0955123233028457}",25,5,29.073353079916075,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
4698,False,"{'a': 0.1, 'e': 0.0954645790782451}",35,18,8.206401288300691,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
4699,False,"{'a': 0.1, 'e': 0.09541685871978979}",30,10,-40.803210964519096,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",1
4700,False,"{'a': 0.1, 'e': 0.09536916221554961}",35,14,26.404376791926968,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
4701,False,"{'a': 0.1, 'e': 0.0953214895536005}",20,6,21.43490839158509,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
4702,False,"{'a': 0.1, 'e': 0.09527384072202429}",25,8,28.106182594729603,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
4703,False,"{'a': 0.1, 'e': 0.09522621570890873}",20,8,11.138511186985813,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
4704,False,"{'a': 0.1, 'e': 0.09517861450234763}",25,6,14.761176823566075,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
4705,False,"{'a': 0.1, 'e': 0.09513103709044061}",20,9,12.695122933383143,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
4706,False,"{'a': 0.1, 'e': 0.09508348346129337}",20,8,23.955001455299154,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4707,False,"{'a': 0.1, 'e': 0.09503595360301752}",25,14,14.213378214832245,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
4708,False,"{'a': 0.1, 'e': 0.09498844750373053}",30,20,19.263598125937847,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4709,False,"{'a': 0.1, 'e': 0.09494096515155591}",30,18,-33.707857175605206,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
4710,False,"{'a': 0.1, 'e': 0.09489350653462311}",25,13,22.885255563021193,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4711,False,"{'a': 0.1, 'e': 0.0948460716410674}",20,12,15.337709072058397,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
4712,False,"{'a': 0.1, 'e': 0.09479866045903014}",25,11,18.800957323482272,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
4713,False,"{'a': 0.1, 'e': 0.09475127297665843}",30,18,23.411953408102825,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4714,False,"{'a': 0.1, 'e': 0.09470390918210547}",20,12,14.936542333969784,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
4715,False,"{'a': 0.1, 'e': 0.09465656906353034}",20,14,5.9478980507291555,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
4716,False,"{'a': 0.1, 'e': 0.09460925260909793}",25,16,18.998251501177442,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
4717,False,"{'a': 0.1, 'e': 0.09456195980697917}",20,11,19.718350953116826,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
4718,False,"{'a': 0.1, 'e': 0.09451469064535088}",25,8,31.242517869857398,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
4719,False,"{'a': 0.1, 'e': 0.09446744511239571}",30,15,-11.429986880619317,"{0: 12, 1: 1, 2: 1, 3: 1, 4: 0}",1
4720,False,"{'a': 0.1, 'e': 0.09442022319630235}",25,8,20.15169775313724,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
4721,False,"{'a': 0.1, 'e': 0.09437302488526524}",25,8,17.820248514601357,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
4722,False,"{'a': 0.1, 'e': 0.09432585016748485}",25,12,13.62793547405224,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
4723,False,"{'a': 0.1, 'e': 0.09427869903116752}",30,18,-31.646278673477855,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
4724,False,"{'a': 0.1, 'e': 0.0942315714645254}",20,14,11.402047839974147,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
4725,False,"{'a': 0.1, 'e': 0.09418446745577665}",20,16,8.770917173119951,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
4726,False,"{'a': 0.1, 'e': 0.09413738699314529}",30,12,36.077839489982274,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
4727,False,"{'a': 0.1, 'e': 0.09409033006486113}",20,10,22.192031066779467,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4728,False,"{'a': 0.1, 'e': 0.09404329665916}",25,13,25.270265748569013,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4729,False,"{'a': 0.1, 'e': 0.09399628676428351}",25,8,-15.112829515294967,"{0: 14, 1: 0, 2: 2, 3: 1, 4: 0}",1
4730,False,"{'a': 0.1, 'e': 0.09394930036847918}",25,14,8.994268540993005,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
4731,False,"{'a': 0.1, 'e': 0.09390233746000048}",35,26,15.864047706483511,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
4732,False,"{'a': 0.1, 'e': 0.09385539802710659}",20,12,-7.565653060701237,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
4733,False,"{'a': 0.1, 'e': 0.0938084820580627}",25,6,38.12805795924956,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
4734,False,"{'a': 0.1, 'e': 0.09376158954113986}",20,15,11.064391536792279,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
4735,False,"{'a': 0.1, 'e': 0.09371472046461483}",25,14,17.64349314759486,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
4736,False,"{'a': 0.1, 'e': 0.09366787481677047}",20,13,-1.3449209314356714,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
4737,False,"{'a': 0.1, 'e': 0.09362105258589525}",30,10,32.48357155037166,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
4738,False,"{'a': 0.1, 'e': 0.09357425376028367}",20,8,23.43398203297962,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4739,False,"{'a': 0.1, 'e': 0.09352747832823605}",30,16,22.912031516675174,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
4740,False,"{'a': 0.1, 'e': 0.09348072627805847}",20,3,30.0121819879604,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
4741,False,"{'a': 0.1, 'e': 0.09343399759806298}",20,3,6.861168402373309,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
4742,False,"{'a': 0.1, 'e': 0.09338729227656732}",20,11,15.5900518285411,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
4743,False,"{'a': 0.1, 'e': 0.09334061030189524}",25,13,18.78346734965429,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4744,False,"{'a': 0.1, 'e': 0.09329395166237625}",20,6,27.626019405166637,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
4745,False,"{'a': 0.1, 'e': 0.09324731634634563}",25,6,31.188943042576554,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
4746,False,"{'a': 0.1, 'e': 0.09320070434214457}",25,7,16.62371954262293,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
4747,False,"{'a': 0.1, 'e': 0.09315411563812012}",20,14,8.853415408575424,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
4748,False,"{'a': 0.1, 'e': 0.09310755022262504}",25,13,13.938992487415806,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
4749,False,"{'a': 0.1, 'e': 0.09306100808401803}",25,7,20.557764527965812,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
4750,False,"{'a': 0.1, 'e': 0.09301448921066349}",25,10,23.899811315825982,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
4751,False,"{'a': 0.1, 'e': 0.09296799359093173}",30,15,24.396228988025584,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
4752,False,"{'a': 0.1, 'e': 0.0929215212131989}",20,8,21.278770265309472,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4753,False,"{'a': 0.1, 'e': 0.09287507206584682}",30,13,32.77582118146899,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
4754,False,"{'a': 0.1, 'e': 0.09282864613726323}",30,10,16.53760152725809,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
4755,False,"{'a': 0.1, 'e': 0.0927822434158417}",20,12,13.282471654342757,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
4756,False,"{'a': 0.1, 'e': 0.09273586388998147}",25,13,24.674860670165632,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4757,False,"{'a': 0.1, 'e': 0.09268950754808773}",25,16,16.30149610829139,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
4758,False,"{'a': 0.1, 'e': 0.09264317437857132}",25,0,16.625445571436444,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
4759,False,"{'a': 0.1, 'e': 0.092596864369849}",30,11,32.99422969635762,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
4760,False,"{'a': 0.1, 'e': 0.09255057751034329}",20,3,-11.790635771580941,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
4761,False,"{'a': 0.1, 'e': 0.0925043137884824}",30,16,19.617209288499577,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
4762,False,"{'a': 0.1, 'e': 0.09245807319270043}",20,12,4.0008887577143835,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
4763,False,"{'a': 0.1, 'e': 0.09241185571143729}",20,9,21.616969602211547,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
4764,False,"{'a': 0.1, 'e': 0.0923656613331385}",20,16,8.9433951584997,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
4765,False,"{'a': 0.1, 'e': 0.09231949004625559}",35,17,-1.552233084785141,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 0}",1
4766,False,"{'a': 0.1, 'e': 0.09227334183924561}",20,9,26.340347714500293,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
4767,False,"{'a': 0.1, 'e': 0.09222721670057159}",20,0,19.915508934226736,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
4768,False,"{'a': 0.1, 'e': 0.09218111461870225}",25,16,9.408551271367049,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
4769,False,"{'a': 0.1, 'e': 0.09213503558211202}",35,11,39.6881416814778,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
4770,False,"{'a': 0.1, 'e': 0.09208897957928115}",25,20,8.254356966722938,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
4771,False,"{'a': 0.1, 'e': 0.0920429465986957}",25,9,16.679109506971166,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
4772,False,"{'a': 0.1, 'e': 0.09199693662884734}",25,7,28.07311120996026,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
4773,False,"{'a': 0.1, 'e': 0.09195094965823365}",20,13,13.332845697958742,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
4774,False,"{'a': 0.1, 'e': 0.09190498567535783}",20,9,19.63239109677232,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
4775,False,"{'a': 0.1, 'e': 0.09185904466872889}",25,12,25.40798292180835,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
4776,False,"{'a': 0.1, 'e': 0.09181312662686165}",25,8,21.19132701948553,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
4777,False,"{'a': 0.1, 'e': 0.0917672315382765}",25,15,-0.7351453003260526,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
4778,False,"{'a': 0.1, 'e': 0.09172135939149971}",30,13,37.682966612947745,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
4779,False,"{'a': 0.1, 'e': 0.09167551017506329}",25,18,1.0554780835028688,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
4780,False,"{'a': 0.1, 'e': 0.09162968387750484}",25,15,20.625592143738757,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4781,False,"{'a': 0.1, 'e': 0.09158388048736789}",30,18,6.055077146346222,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
4782,False,"{'a': 0.1, 'e': 0.09153809999320149}",20,16,9.41276418407796,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
4783,False,"{'a': 0.1, 'e': 0.09149234238356056}",25,9,31.816020800736744,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
4784,False,"{'a': 0.1, 'e': 0.09144660764700575}",25,8,28.812642122897117,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
4785,False,"{'a': 0.1, 'e': 0.0914008957721033}",25,10,27.025197230133973,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
4786,False,"{'a': 0.1, 'e': 0.09135520674742525}",20,8,20.2278345042801,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4787,False,"{'a': 0.1, 'e': 0.09130954056154941}",25,18,14.061117129459188,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
4788,False,"{'a': 0.1, 'e': 0.09126389720305915}",25,13,6.991992775575803,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
4789,False,"{'a': 0.1, 'e': 0.0912182766605437}",25,15,18.799924738575395,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4790,False,"{'a': 0.1, 'e': 0.09117267892259785}",20,14,9.487860370227034,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
4791,False,"{'a': 0.1, 'e': 0.09112710397782221}",20,13,-26.036001292818614,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
4792,False,"{'a': 0.1, 'e': 0.09108155181482308}",30,24,11.250876788481591,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
4793,False,"{'a': 0.1, 'e': 0.09103602242221233}",20,3,12.028387790766057,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
4794,False,"{'a': 0.1, 'e': 0.09099051578860767}",20,7,22.211014166315515,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
4795,False,"{'a': 0.1, 'e': 0.09094503190263246}",20,7,-16.837954344842917,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
4796,False,"{'a': 0.1, 'e': 0.09089957075291567}",20,16,8.914305726283876,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
4797,False,"{'a': 0.1, 'e': 0.09085413232809207}",25,0,43.075270424849556,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
4798,False,"{'a': 0.1, 'e': 0.090808716616802}",20,10,18.670775043970522,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4799,False,"{'a': 0.1, 'e': 0.09076332360769154}",25,4,31.607308571670227,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
4800,False,"{'a': 0.1, 'e': 0.09071795328941251}",35,18,28.335190528922034,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
4801,False,"{'a': 0.1, 'e': 0.09067260565062223}",25,15,18.648645506199852,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4802,False,"{'a': 0.1, 'e': 0.09062728067998384}",20,5,27.151704449280388,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
4803,False,"{'a': 0.1, 'e': 0.09058197836616612}",30,20,2.484583060211965,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
4804,False,"{'a': 0.1, 'e': 0.09053669869784343}",20,13,13.487275665703848,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
4805,False,"{'a': 0.1, 'e': 0.09049144166369592}",25,11,31.348218667572425,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
4806,False,"{'a': 0.1, 'e': 0.09044620725240926}",20,14,13.205215497217734,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
4807,False,"{'a': 0.1, 'e': 0.0904009954526749}",20,6,12.696406538173118,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
4808,False,"{'a': 0.1, 'e': 0.0903558062531899}",35,23,20.171548867796684,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4809,False,"{'a': 0.1, 'e': 0.09031063964265688}",25,14,12.193680851605308,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
4810,False,"{'a': 0.1, 'e': 0.09026549560978427}",25,15,15.808500270269612,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4811,False,"{'a': 0.1, 'e': 0.09022037414328606}",20,14,10.03802052261428,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
4812,False,"{'a': 0.1, 'e': 0.0901752752318818}",30,18,11.470366381376705,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
4813,False,"{'a': 0.1, 'e': 0.09013019886429688}",20,9,16.817200909495412,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
4814,False,"{'a': 0.1, 'e': 0.0900851450292621}",25,10,-12.0598075580607,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
4815,False,"{'a': 0.1, 'e': 0.09004011371551404}",25,9,3.533502167291629,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
4816,False,"{'a': 0.1, 'e': 0.08999510491179491}",25,16,18.590150283195072,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
4817,False,"{'a': 0.1, 'e': 0.08995011860685245}",25,4,14.565088385594033,"{0: 19, 1: 1, 2: 1, 3: 0, 4: 0}",1
4818,False,"{'a': 0.1, 'e': 0.08990515478944011}",20,11,14.679956687473783,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
4819,False,"{'a': 0.1, 'e': 0.08986021344831698}",20,5,15.879295336179108,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
4820,False,"{'a': 0.1, 'e': 0.08981529457224763}",25,12,-3.007208856534702,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
4821,False,"{'a': 0.1, 'e': 0.08977039815000243}",20,9,3.7973756526407305,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
4822,False,"{'a': 0.1, 'e': 0.0897255241703572}",20,13,12.236940308328677,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
4823,False,"{'a': 0.1, 'e': 0.08968067262209348}",20,6,3.214349380247449,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
4824,False,"{'a': 0.1, 'e': 0.08963584349399842}",25,20,8.32995519869347,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
4825,False,"{'a': 0.1, 'e': 0.08959103677486467}",20,9,23.802055719655804,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
4826,False,"{'a': 0.1, 'e': 0.08954625245349057}",25,14,9.368072864789918,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
4827,False,"{'a': 0.1, 'e': 0.08950149051868009}",25,0,27.13388531475984,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
4828,False,"{'a': 0.1, 'e': 0.08945675095924267}",20,10,-21.344536474465094,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
4829,False,"{'a': 0.1, 'e': 0.0894120337639935}",25,2,31.778974801898013,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
4830,False,"{'a': 0.1, 'e': 0.08936733892175319}",20,3,24.728259456200984,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
4831,False,"{'a': 0.1, 'e': 0.08932266642134808}",30,19,14.157327800193,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
4832,False,"{'a': 0.1, 'e': 0.08927801625161007}",30,22,15.544573259760226,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
4833,False,"{'a': 0.1, 'e': 0.08923338840137655}",20,15,10.093805465002582,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
4834,False,"{'a': 0.1, 'e': 0.08918878285949061}",30,17,25.681902586249223,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
4835,False,"{'a': 0.1, 'e': 0.08914419961480087}",20,13,1.9617097098996745,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
4836,False,"{'a': 0.1, 'e': 0.08909963865616147}",25,7,16.52233791668594,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
4837,False,"{'a': 0.1, 'e': 0.08905509997243224}",25,11,18.779066169566704,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
4838,False,"{'a': 0.1, 'e': 0.08901058355247843}",25,12,-11.134263935261728,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 0}",1
4839,False,"{'a': 0.1, 'e': 0.08896608938517096}",20,16,6.910009001757718,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
4840,False,"{'a': 0.1, 'e': 0.08892161745938634}",25,11,16.29028587345217,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
4841,False,"{'a': 0.1, 'e': 0.08887716776400652}",30,6,42.12727598165125,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
4842,False,"{'a': 0.1, 'e': 0.08883274028791908}",20,16,8.98713759653513,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
4843,False,"{'a': 0.1, 'e': 0.08878833502001723}",20,3,7.052707828620578,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
4844,False,"{'a': 0.1, 'e': 0.08874395194919957}",25,0,36.62948555371476,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
4845,False,"{'a': 0.1, 'e': 0.08869959106437038}",25,17,14.300880414291713,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
4846,False,"{'a': 0.1, 'e': 0.08865525235443938}",30,14,29.8257010054877,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
4847,False,"{'a': 0.1, 'e': 0.08861093580832195}",20,15,10.179429359599117,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
4848,False,"{'a': 0.1, 'e': 0.08856664141493896}",20,6,25.271748128223457,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
4849,False,"{'a': 0.1, 'e': 0.08852236916321674}",25,14,21.684735815480693,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
4850,False,"{'a': 0.1, 'e': 0.08847811904208727}",25,14,18.795455226566478,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
4851,False,"{'a': 0.1, 'e': 0.08843389104048807}",20,0,32.82692270111546,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
4852,False,"{'a': 0.1, 'e': 0.08838968514736205}",25,14,15.18010267798594,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
4853,False,"{'a': 0.1, 'e': 0.08834550135165782}",20,14,10.337284479007675,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
4854,False,"{'a': 0.1, 'e': 0.08830133964232935}",20,13,13.530580995319369,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
4855,False,"{'a': 0.1, 'e': 0.08825720000833624}",25,16,16.569406502929294,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
4856,False,"{'a': 0.1, 'e': 0.08821308243864363}",25,14,21.492854174340785,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
4857,False,"{'a': 0.1, 'e': 0.08816898692222205}",20,12,6.930860301006595,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
4858,False,"{'a': 0.1, 'e': 0.08812491344804767}",25,11,2.145468971670713,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
4859,False,"{'a': 0.1, 'e': 0.08808086200510215}",20,14,7.664341762802843,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
4860,False,"{'a': 0.1, 'e': 0.08803683258237255}",20,15,8.8274133415771,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
4861,False,"{'a': 0.1, 'e': 0.08799282516885158}",20,13,11.973116828134966,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
4862,False,"{'a': 0.1, 'e': 0.08794883975353733}",25,12,-20.823528221214676,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
4863,False,"{'a': 0.1, 'e': 0.08790487632543348}",20,14,12.273079505274431,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
4864,False,"{'a': 0.1, 'e': 0.0878609348735492}",25,3,40.37284106127545,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
4865,False,"{'a': 0.1, 'e': 0.08781701538689907}",25,15,-24.171732370756413,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
4866,False,"{'a': 0.1, 'e': 0.08777311785450327}",20,11,15.494706764444667,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
4867,False,"{'a': 0.1, 'e': 0.08772924226538736}",30,13,9.437215285686158,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
